commodity,date,qty
Dip,4/13/2016,0
Instant,4/13/2016,0
Not Available,4/13/2016,0
Nut,4/13/2016,360.336
Supplement,4/13/2016,41.184
Tobacco,4/13/2016,0
Powder,4/13/2016,0
BreadCrumb,4/13/2016,0
BreadCrumb,4/14/2016,0
Candy,4/14/2016,0
Default,4/14/2016,0
Dip,4/14/2016,0
Tobacco,4/14/2016,0
Instant,4/14/2016,0
Not Available,4/14/2016,0
Nut,4/14/2016,575.528
Powder,4/14/2016,0
Supplement,4/14/2016,0
Dip,4/15/2016,0
Candy,4/15/2016,48.672
Instant,4/15/2016,0
Not Available,4/15/2016,0
Nut,4/15/2016,2088.064
Default,4/15/2016,0
BreadCrumb,4/15/2016,0
Powder,4/15/2016,0
Supplement,4/15/2016,0
Tobacco,4/15/2016,0
Powder,4/16/2016,0
Nut,4/16/2016,0
Not Available,4/16/2016,0
Tobacco,4/16/2016,0
Dip,4/16/2016,0
Default,4/16/2016,0
Candy,4/16/2016,0
BreadCrumb,4/16/2016,0
Supplement,4/16/2016,0
Instant,4/16/2016,0
Instant,4/17/2016,0
Tobacco,4/17/2016,0
Supplement,4/17/2016,0
Powder,4/17/2016,0
Nut,4/17/2016,0
BreadCrumb,4/17/2016,0
Candy,4/17/2016,0
Default,4/17/2016,0
Dip,4/17/2016,0
Not Available,4/17/2016,0
Default,4/18/2016,0
Supplement,4/18/2016,0
Powder,4/18/2016,0
Nut,4/18/2016,860.76
Not Available,4/18/2016,0
BreadCrumb,4/18/2016,0
Dip,4/18/2016,0
Candy,4/18/2016,0
Tobacco,4/18/2016,0
Instant,4/18/2016,0
Candy,4/19/2016,0
Default,4/19/2016,0
BreadCrumb,4/19/2016,0
Instant,4/19/2016,0
Dip,4/19/2016,0
Not Available,4/19/2016,0
Nut,4/19/2016,858.284
Powder,4/19/2016,0
Supplement,4/19/2016,0
Tobacco,4/19/2016,0
Supplement,4/20/2016,82.944
Powder,4/20/2016,0
Nut,4/20/2016,536.802
Not Available,4/20/2016,0
Tobacco,4/20/2016,0
Dip,4/20/2016,0
Default,4/20/2016,0
Candy,4/20/2016,0
BreadCrumb,4/20/2016,0
Instant,4/20/2016,0
Tobacco,4/21/2016,0
Supplement,4/21/2016,0
Nut,4/21/2016,861.364
Not Available,4/21/2016,0
Powder,4/21/2016,0
Dip,4/21/2016,0
Default,4/21/2016,0
Candy,4/21/2016,0
Instant,4/21/2016,0
BreadCrumb,4/21/2016,0
Tobacco,4/22/2016,0
Supplement,4/22/2016,50
Nut,4/22/2016,1875.552
Not Available,4/22/2016,0
Powder,4/22/2016,0
Dip,4/22/2016,0
Candy,4/22/2016,0
BreadCrumb,4/22/2016,0
Instant,4/22/2016,0
Default,4/22/2016,0
Tobacco,4/23/2016,0
Default,4/23/2016,0
Dip,4/23/2016,0
Instant,4/23/2016,0
Not Available,4/23/2016,0
Nut,4/23/2016,0
Powder,4/23/2016,0
Supplement,4/23/2016,0
BreadCrumb,4/23/2016,0
Candy,4/23/2016,0
Instant,4/24/2016,0
Candy,4/24/2016,0
Not Available,4/24/2016,0
Nut,4/24/2016,0
Powder,4/24/2016,0
Supplement,4/24/2016,0
Tobacco,4/24/2016,0
BreadCrumb,4/24/2016,0
Default,4/24/2016,0
Dip,4/24/2016,0
Nut,4/25/2016,379.08
Not Available,4/25/2016,0
Instant,4/25/2016,0
Default,4/25/2016,0
Candy,4/25/2016,0
BreadCrumb,4/25/2016,0
Powder,4/25/2016,0
Dip,4/25/2016,0
Tobacco,4/25/2016,0
Supplement,4/25/2016,0
Tobacco,4/26/2016,0
Supplement,4/26/2016,0
Powder,4/26/2016,0
Nut,4/26/2016,395.46
Not Available,4/26/2016,0
Instant,4/26/2016,0
Dip,4/26/2016,0
Default,4/26/2016,0
Candy,4/26/2016,0
BreadCrumb,4/26/2016,0
Powder,4/27/2016,0
Instant,4/27/2016,0
Supplement,4/27/2016,0
Nut,4/27/2016,2061.66
Not Available,4/27/2016,0
Tobacco,4/27/2016,0
Default,4/27/2016,0
Candy,4/27/2016,0
BreadCrumb,4/27/2016,0
Dip,4/27/2016,0
BreadCrumb,4/28/2016,0
Supplement,4/28/2016,0
Powder,4/28/2016,0
Nut,4/28/2016,559.036
Not Available,4/28/2016,0
Instant,4/28/2016,0
Dip,4/28/2016,0
Default,4/28/2016,0
Candy,4/28/2016,0
Tobacco,4/28/2016,0
Candy,4/29/2016,0
Default,4/29/2016,0
Tobacco,4/29/2016,45.24
Supplement,4/29/2016,0
Powder,4/29/2016,0
Nut,4/29/2016,471.316
Not Available,4/29/2016,0
Instant,4/29/2016,0
Dip,4/29/2016,0
BreadCrumb,4/29/2016,166.32
Tobacco,4/30/2016,0
Supplement,4/30/2016,0
Powder,4/30/2016,0
Not Available,4/30/2016,0
Nut,4/30/2016,0
Dip,4/30/2016,0
Default,4/30/2016,0
Candy,4/30/2016,0
BreadCrumb,4/30/2016,0
Instant,4/30/2016,0
Tobacco,5/1/2016,0
Supplement,5/1/2016,0
Powder,5/1/2016,0
Nut,5/1/2016,0
Not Available,5/1/2016,0
Instant,5/1/2016,0
Dip,5/1/2016,0
Default,5/1/2016,0
Candy,5/1/2016,0
BreadCrumb,5/1/2016,0
Default,5/2/2016,0
Tobacco,5/2/2016,0
Supplement,5/2/2016,0
Powder,5/2/2016,0
Nut,5/2/2016,0
Not Available,5/2/2016,0
Instant,5/2/2016,0
Dip,5/2/2016,0
BreadCrumb,5/2/2016,0
Candy,5/2/2016,0
Nut,5/3/2016,0
Powder,5/3/2016,0
Tobacco,5/3/2016,0
Supplement,5/3/2016,80
BreadCrumb,5/3/2016,0
Candy,5/3/2016,0
Default,5/3/2016,0
Dip,5/3/2016,0
Instant,5/3/2016,0
Not Available,5/3/2016,0
Tobacco,5/4/2016,0
Supplement,5/4/2016,0
Powder,5/4/2016,0
Nut,5/4/2016,0
Not Available,5/4/2016,0
Instant,5/4/2016,0
Dip,5/4/2016,0
Default,5/4/2016,0
Candy,5/4/2016,0
BreadCrumb,5/4/2016,0
Tobacco,5/5/2016,0
Powder,5/5/2016,0
Nut,5/5/2016,0
Not Available,5/5/2016,0
Supplement,5/5/2016,0
Dip,5/5/2016,0
Default,5/5/2016,0
Candy,5/5/2016,0
BreadCrumb,5/5/2016,0
Instant,5/5/2016,0
Candy,5/6/2016,0
Tobacco,5/6/2016,0
Supplement,5/6/2016,0
Powder,5/6/2016,0
Nut,5/6/2016,1659.18
Not Available,5/6/2016,0
Instant,5/6/2016,0
Dip,5/6/2016,0
Default,5/6/2016,0
BreadCrumb,5/6/2016,0
Not Available,5/7/2016,0
Powder,5/7/2016,0
Candy,5/7/2016,0
Default,5/7/2016,0
Dip,5/7/2016,0
Instant,5/7/2016,0
BreadCrumb,5/7/2016,0
Nut,5/7/2016,0
Supplement,5/7/2016,0
Tobacco,5/7/2016,0
Candy,5/8/2016,0
Default,5/8/2016,0
Tobacco,5/8/2016,0
Supplement,5/8/2016,0
Powder,5/8/2016,0
Nut,5/8/2016,0
Not Available,5/8/2016,0
Instant,5/8/2016,0
Dip,5/8/2016,0
BreadCrumb,5/8/2016,0
Powder,5/9/2016,0
Tobacco,5/9/2016,0
Supplement,5/9/2016,0
Nut,5/9/2016,848.872
Candy,5/9/2016,0
Instant,5/9/2016,0
Dip,5/9/2016,0
Default,5/9/2016,0
BreadCrumb,5/9/2016,0
Not Available,5/9/2016,0
BreadCrumb,5/10/2016,0
Candy,5/10/2016,0
Default,5/10/2016,0
Dip,5/10/2016,0
Instant,5/10/2016,0
Supplement,5/10/2016,50.544
Not Available,5/10/2016,0
Nut,5/10/2016,820.144
Powder,5/10/2016,0
Tobacco,5/10/2016,0
BreadCrumb,5/11/2016,185.08
Tobacco,5/11/2016,0
Candy,5/11/2016,0
Default,5/11/2016,0
Dip,5/11/2016,0
Instant,5/11/2016,0
Not Available,5/11/2016,0
Nut,5/11/2016,687.364
Powder,5/11/2016,0
Supplement,5/11/2016,46.08
Powder,5/12/2016,0
Nut,5/12/2016,545.22
Not Available,5/12/2016,0
Dip,5/12/2016,0
Instant,5/12/2016,0
Candy,5/12/2016,0
BreadCrumb,5/12/2016,0
Tobacco,5/12/2016,0
Default,5/12/2016,0
Supplement,5/12/2016,22.464
BreadCrumb,5/13/2016,0
Candy,5/13/2016,0
Default,5/13/2016,0
Dip,5/13/2016,0
Instant,5/13/2016,0
Not Available,5/13/2016,0
Nut,5/13/2016,2137.212
Powder,5/13/2016,0
Supplement,5/13/2016,0
Tobacco,5/13/2016,0
Powder,5/14/2016,0
Supplement,5/14/2016,0
Nut,5/14/2016,0
Not Available,5/14/2016,0
Instant,5/14/2016,0
Tobacco,5/14/2016,0
Default,5/14/2016,0
Candy,5/14/2016,0
Dip,5/14/2016,0
BreadCrumb,5/14/2016,0
Supplement,5/15/2016,0
Candy,5/15/2016,0
BreadCrumb,5/15/2016,0
Default,5/15/2016,0
Dip,5/15/2016,0
Instant,5/15/2016,0
Not Available,5/15/2016,0
Nut,5/15/2016,0
Powder,5/15/2016,0
Tobacco,5/15/2016,0
Tobacco,5/16/2016,0
Default,5/16/2016,0
Dip,5/16/2016,0
Instant,5/16/2016,0
Not Available,5/16/2016,0
Nut,5/16/2016,1209.624
Powder,5/16/2016,0
Supplement,5/16/2016,0
BreadCrumb,5/16/2016,0
Candy,5/16/2016,0
Candy,5/17/2016,0
Tobacco,5/17/2016,0
Default,5/17/2016,0
Dip,5/17/2016,0
Instant,5/17/2016,0
Not Available,5/17/2016,0
Nut,5/17/2016,624.78
Powder,5/17/2016,0
Supplement,5/17/2016,0
BreadCrumb,5/17/2016,0
Tobacco,5/18/2016,0
Candy,5/18/2016,0
Default,5/18/2016,0
Instant,5/18/2016,0
Not Available,5/18/2016,0
Nut,5/18/2016,877.132
Powder,5/18/2016,0
BreadCrumb,5/18/2016,0
Supplement,5/18/2016,88.448
Dip,5/18/2016,0
Supplement,5/19/2016,0
Nut,5/19/2016,750.448
Not Available,5/19/2016,0
Instant,5/19/2016,0
Dip,5/19/2016,0
Default,5/19/2016,0
Candy,5/19/2016,0
BreadCrumb,5/19/2016,0
Tobacco,5/19/2016,0
Powder,5/19/2016,0
BreadCrumb,5/20/2016,0
Candy,5/20/2016,0
Default,5/20/2016,0
Tobacco,5/20/2016,0
Dip,5/20/2016,0
Instant,5/20/2016,0
Not Available,5/20/2016,0
Supplement,5/20/2016,0
Nut,5/20/2016,953.772
Powder,5/20/2016,0
Dip,5/21/2016,0
Candy,5/21/2016,0
Tobacco,5/21/2016,0
Supplement,5/21/2016,0
Powder,5/21/2016,0
Not Available,5/21/2016,0
Instant,5/21/2016,0
Default,5/21/2016,0
Nut,5/21/2016,0
BreadCrumb,5/21/2016,0
Candy,5/22/2016,0
Tobacco,5/22/2016,0
Supplement,5/22/2016,0
Powder,5/22/2016,0
Nut,5/22/2016,0
Not Available,5/22/2016,0
Instant,5/22/2016,0
Dip,5/22/2016,0
Default,5/22/2016,0
BreadCrumb,5/22/2016,0
Powder,5/23/2016,0
Nut,5/23/2016,2300.476
Supplement,5/23/2016,0
Not Available,5/23/2016,0
Dip,5/23/2016,0
Default,5/23/2016,0
Candy,5/23/2016,0
Tobacco,5/23/2016,0
Instant,5/23/2016,0
BreadCrumb,5/23/2016,0
Powder,5/24/2016,0
BreadCrumb,5/24/2016,0
Candy,5/24/2016,0
Default,5/24/2016,0
Dip,5/24/2016,0
Instant,5/24/2016,0
Not Available,5/24/2016,0
Nut,5/24/2016,357.3
Tobacco,5/24/2016,0
Supplement,5/24/2016,102.5
Tobacco,5/25/2016,0
Supplement,5/25/2016,0
BreadCrumb,5/25/2016,0
Candy,5/25/2016,0
Default,5/25/2016,0
Dip,5/25/2016,0
Instant,5/25/2016,0
Not Available,5/25/2016,0
Nut,5/25/2016,1995.516
Powder,5/25/2016,0
Tobacco,5/26/2016,0
Not Available,5/26/2016,0
Instant,5/26/2016,0
Dip,5/26/2016,0
Powder,5/26/2016,0
Candy,5/26/2016,0
BreadCrumb,5/26/2016,0
Supplement,5/26/2016,0
Default,5/26/2016,0
Nut,5/26/2016,530.644
Default,5/27/2016,0
Tobacco,5/27/2016,0
Dip,5/27/2016,0
BreadCrumb,5/27/2016,0
Not Available,5/27/2016,0
Nut,5/27/2016,259.896
Powder,5/27/2016,0
Supplement,5/27/2016,0
Candy,5/27/2016,0
Instant,5/27/2016,0
Dip,5/28/2016,0
Instant,5/28/2016,0
Not Available,5/28/2016,0
Nut,5/28/2016,0
Powder,5/28/2016,0
Supplement,5/28/2016,0
Default,5/28/2016,0
Tobacco,5/28/2016,0
BreadCrumb,5/28/2016,0
Candy,5/28/2016,0
Nut,5/29/2016,0
Powder,5/29/2016,0
Not Available,5/29/2016,0
Instant,5/29/2016,0
Dip,5/29/2016,0
Default,5/29/2016,0
Candy,5/29/2016,0
Supplement,5/29/2016,0
BreadCrumb,5/29/2016,0
Tobacco,5/29/2016,0
Dip,5/30/2016,0
Instant,5/30/2016,0
Not Available,5/30/2016,0
Nut,5/30/2016,0
Powder,5/30/2016,0
Candy,5/30/2016,0
Supplement,5/30/2016,0
Default,5/30/2016,0
Tobacco,5/30/2016,0
BreadCrumb,5/30/2016,0
Tobacco,5/31/2016,0
Powder,5/31/2016,0
Nut,5/31/2016,955.128
Not Available,5/31/2016,0
Instant,5/31/2016,0
Dip,5/31/2016,0
Default,5/31/2016,0
Candy,5/31/2016,0
BreadCrumb,5/31/2016,166.32
Supplement,5/31/2016,0
BreadCrumb,6/1/2016,0
Candy,6/1/2016,0
Default,6/1/2016,0
Dip,6/1/2016,0
Instant,6/1/2016,0
Not Available,6/1/2016,0
Nut,6/1/2016,746.616
Powder,6/1/2016,0
Supplement,6/1/2016,0
Tobacco,6/1/2016,0
Dip,6/2/2016,0
Instant,6/2/2016,0
Not Available,6/2/2016,0
Nut,6/2/2016,526.5
BreadCrumb,6/2/2016,0
Supplement,6/2/2016,0
Tobacco,6/2/2016,0
Default,6/2/2016,0
Powder,6/2/2016,0
Candy,6/2/2016,0
Not Available,6/3/2016,0
Dip,6/3/2016,0
Instant,6/3/2016,0
Candy,6/3/2016,0
Nut,6/3/2016,2172.312
Powder,6/3/2016,0
Supplement,6/3/2016,0
Tobacco,6/3/2016,0
Default,6/3/2016,0
BreadCrumb,6/3/2016,0
BreadCrumb,6/4/2016,0
Default,6/4/2016,0
Tobacco,6/4/2016,0
Supplement,6/4/2016,0
Powder,6/4/2016,0
Candy,6/4/2016,0
Not Available,6/4/2016,0
Instant,6/4/2016,0
Dip,6/4/2016,0
Nut,6/4/2016,0
Tobacco,6/5/2016,0
Supplement,6/5/2016,0
Nut,6/5/2016,0
Powder,6/5/2016,0
Dip,6/5/2016,0
Default,6/5/2016,0
Candy,6/5/2016,0
BreadCrumb,6/5/2016,0
Instant,6/5/2016,0
Not Available,6/5/2016,0
Tobacco,6/6/2016,0
Default,6/6/2016,0
Dip,6/6/2016,0
Instant,6/6/2016,0
Not Available,6/6/2016,0
Nut,6/6/2016,609.524
Powder,6/6/2016,0
Supplement,6/6/2016,0
BreadCrumb,6/6/2016,0
Candy,6/6/2016,0
Default,6/7/2016,0
Dip,6/7/2016,0
Instant,6/7/2016,0
Not Available,6/7/2016,0
Nut,6/7/2016,962.688
Powder,6/7/2016,0
Supplement,6/7/2016,0
BreadCrumb,6/7/2016,0
Tobacco,6/7/2016,0
Candy,6/7/2016,0
BreadCrumb,6/8/2016,0
Default,6/8/2016,0
Dip,6/8/2016,0
Instant,6/8/2016,0
Not Available,6/8/2016,0
Nut,6/8/2016,864.332
Powder,6/8/2016,0
Supplement,6/8/2016,193.97
Candy,6/8/2016,0
Tobacco,6/8/2016,0
Default,6/9/2016,0
Dip,6/9/2016,0
Instant,6/9/2016,0
Not Available,6/9/2016,0
Nut,6/9/2016,228.424
Powder,6/9/2016,0
Supplement,6/9/2016,51.84
Candy,6/9/2016,0
Tobacco,6/9/2016,0
BreadCrumb,6/9/2016,0
Candy,6/10/2016,0
Tobacco,6/10/2016,0
Supplement,6/10/2016,0
Powder,6/10/2016,0
Nut,6/10/2016,306.612
Not Available,6/10/2016,0
Instant,6/10/2016,0
Dip,6/10/2016,0
Default,6/10/2016,0
BreadCrumb,6/10/2016,0
Tobacco,6/11/2016,0
Supplement,6/11/2016,0
Powder,6/11/2016,0
Nut,6/11/2016,0
Not Available,6/11/2016,0
Instant,6/11/2016,0
Dip,6/11/2016,0
Default,6/11/2016,0
BreadCrumb,6/11/2016,0
Candy,6/11/2016,0
Supplement,6/12/2016,0
BreadCrumb,6/12/2016,0
Candy,6/12/2016,0
Default,6/12/2016,0
Dip,6/12/2016,0
Instant,6/12/2016,0
Not Available,6/12/2016,0
Nut,6/12/2016,0
Powder,6/12/2016,0
Tobacco,6/12/2016,0
Supplement,6/13/2016,0
Powder,6/13/2016,0
Nut,6/13/2016,2259.176
Not Available,6/13/2016,0
Candy,6/13/2016,0
Dip,6/13/2016,0
Default,6/13/2016,0
BreadCrumb,6/13/2016,0
Instant,6/13/2016,0
Tobacco,6/13/2016,0
Not Available,6/14/2016,0
BreadCrumb,6/14/2016,0
Default,6/14/2016,0
Dip,6/14/2016,0
Instant,6/14/2016,0
Nut,6/14/2016,2030.244
Powder,6/14/2016,0
Supplement,6/14/2016,0
Tobacco,6/14/2016,0
Candy,6/14/2016,0
BreadCrumb,6/15/2016,0
Candy,6/15/2016,0
Default,6/15/2016,0
Dip,6/15/2016,0
Instant,6/15/2016,0
Not Available,6/15/2016,0
Powder,6/15/2016,0
Supplement,6/15/2016,25.92
Tobacco,6/15/2016,0
Nut,6/15/2016,1217.268
BreadCrumb,6/16/2016,0
Candy,6/16/2016,0
Default,6/16/2016,0
Dip,6/16/2016,0
Instant,6/16/2016,0
Not Available,6/16/2016,0
Powder,6/16/2016,0
Supplement,6/16/2016,0
Tobacco,6/16/2016,0
Nut,6/16/2016,1054.502
Candy,6/17/2016,0
BreadCrumb,6/17/2016,0
Supplement,6/17/2016,0
Powder,6/17/2016,0
Nut,6/17/2016,0
Not Available,6/17/2016,0
Tobacco,6/17/2016,0
Dip,6/17/2016,0
Default,6/17/2016,0
Instant,6/17/2016,0
BreadCrumb,6/18/2016,0
Supplement,6/18/2016,0
Powder,6/18/2016,0
Nut,6/18/2016,0
Not Available,6/18/2016,0
Instant,6/18/2016,0
Dip,6/18/2016,0
Default,6/18/2016,0
Candy,6/18/2016,0
Tobacco,6/18/2016,0
Tobacco,6/19/2016,0
Supplement,6/19/2016,0
Candy,6/19/2016,0
Default,6/19/2016,0
Dip,6/19/2016,0
BreadCrumb,6/19/2016,0
Instant,6/19/2016,0
Not Available,6/19/2016,0
Nut,6/19/2016,0
Powder,6/19/2016,0
Tobacco,6/20/2016,0
Supplement,6/20/2016,0
Powder,6/20/2016,0
Nut,6/20/2016,620.468
Dip,6/20/2016,0
Instant,6/20/2016,0
Default,6/20/2016,0
Candy,6/20/2016,60
BreadCrumb,6/20/2016,0
Not Available,6/20/2016,0
Powder,6/21/2016,0
Tobacco,6/21/2016,0
Supplement,6/21/2016,0
Nut,6/21/2016,495.744
Candy,6/21/2016,0
Instant,6/21/2016,0
Dip,6/21/2016,0
Default,6/21/2016,0
BreadCrumb,6/21/2016,185.08
Not Available,6/21/2016,159.6
Tobacco,6/22/2016,0
Supplement,6/22/2016,95.904
Powder,6/22/2016,0
Nut,6/22/2016,727.8
Candy,6/22/2016,0
Instant,6/22/2016,0
Dip,6/22/2016,0
Default,6/22/2016,0
Not Available,6/22/2016,0
BreadCrumb,6/22/2016,0
Tobacco,6/23/2016,0
Powder,6/23/2016,0
Nut,6/23/2016,751.608
Not Available,6/23/2016,0
Supplement,6/23/2016,100
Default,6/23/2016,0
Candy,6/23/2016,0
BreadCrumb,6/23/2016,0
Instant,6/23/2016,0
Dip,6/23/2016,0
Tobacco,6/24/2016,0
BreadCrumb,6/24/2016,0
Candy,6/24/2016,0
Default,6/24/2016,0
Dip,6/24/2016,0
Instant,6/24/2016,0
Not Available,6/24/2016,0
Nut,6/24/2016,1596
Powder,6/24/2016,0
Supplement,6/24/2016,0
BreadCrumb,6/25/2016,0
Candy,6/25/2016,0
Default,6/25/2016,0
Dip,6/25/2016,0
Instant,6/25/2016,0
Not Available,6/25/2016,0
Nut,6/25/2016,0
Powder,6/25/2016,0
Supplement,6/25/2016,0
Tobacco,6/25/2016,0
Tobacco,6/26/2016,0
Supplement,6/26/2016,0
Powder,6/26/2016,0
Nut,6/26/2016,0
Not Available,6/26/2016,0
Candy,6/26/2016,0
Dip,6/26/2016,0
Default,6/26/2016,0
BreadCrumb,6/26/2016,0
Instant,6/26/2016,0
Not Available,6/27/2016,0
Powder,6/27/2016,0
Nut,6/27/2016,737.966
Instant,6/27/2016,0
Supplement,6/27/2016,0
Dip,6/27/2016,0
Default,6/27/2016,0
Candy,6/27/2016,0
Tobacco,6/27/2016,0
BreadCrumb,6/27/2016,0
Tobacco,6/28/2016,0
Powder,6/28/2016,0
Nut,6/28/2016,321.984
Not Available,6/28/2016,0
Instant,6/28/2016,0
Dip,6/28/2016,0
Default,6/28/2016,0
Candy,6/28/2016,0
BreadCrumb,6/28/2016,0
Supplement,6/28/2016,0
Nut,6/29/2016,461.16
Tobacco,6/29/2016,0
Supplement,6/29/2016,74.88
Powder,6/29/2016,0
Not Available,6/29/2016,0
Instant,6/29/2016,0
Dip,6/29/2016,0
BreadCrumb,6/29/2016,0
Default,6/29/2016,0
Candy,6/29/2016,0
Instant,6/30/2016,0
BreadCrumb,6/30/2016,0
Tobacco,6/30/2016,0
Supplement,6/30/2016,163.332
Candy,6/30/2016,0
Default,6/30/2016,0
Dip,6/30/2016,0
Powder,6/30/2016,0
Not Available,6/30/2016,0
Nut,6/30/2016,837.7
Tobacco,7/1/2016,0
Supplement,7/1/2016,0
Powder,7/1/2016,0
Nut,7/1/2016,0
Not Available,7/1/2016,0
Instant,7/1/2016,0
Dip,7/1/2016,0
Default,7/1/2016,0
Candy,7/1/2016,0
BreadCrumb,7/1/2016,0
BreadCrumb,7/2/2016,0
Default,7/2/2016,0
Candy,7/2/2016,0
Not Available,7/2/2016,0
Instant,7/2/2016,0
Nut,7/2/2016,0
Powder,7/2/2016,0
Supplement,7/2/2016,0
Tobacco,7/2/2016,0
Dip,7/2/2016,0
Tobacco,7/3/2016,0
Nut,7/3/2016,0
Not Available,7/3/2016,0
Instant,7/3/2016,0
Powder,7/3/2016,0
Default,7/3/2016,0
BreadCrumb,7/3/2016,0
Supplement,7/3/2016,0
Dip,7/3/2016,0
Candy,7/3/2016,0
Nut,7/4/2016,0
Candy,7/4/2016,0
Default,7/4/2016,0
Dip,7/4/2016,0
Instant,7/4/2016,0
Not Available,7/4/2016,0
BreadCrumb,7/4/2016,0
Powder,7/4/2016,0
Tobacco,7/4/2016,0
Supplement,7/4/2016,0
Candy,7/5/2016,0
Default,7/5/2016,0
Dip,7/5/2016,0
Instant,7/5/2016,0
Not Available,7/5/2016,0
Nut,7/5/2016,183.5
Powder,7/5/2016,0
Supplement,7/5/2016,0
Tobacco,7/5/2016,0
BreadCrumb,7/5/2016,0
Tobacco,7/6/2016,0
Supplement,7/6/2016,50
Powder,7/6/2016,0
Nut,7/6/2016,2223.756
Instant,7/6/2016,0
Default,7/6/2016,0
Candy,7/6/2016,0
BreadCrumb,7/6/2016,0
Not Available,7/6/2016,0
Dip,7/6/2016,40.176
BreadCrumb,7/7/2016,166.32
Candy,7/7/2016,0
Default,7/7/2016,0
Dip,7/7/2016,0
Instant,7/7/2016,0
Not Available,7/7/2016,0
Nut,7/7/2016,723.012
Powder,7/7/2016,0
Supplement,7/7/2016,0
Tobacco,7/7/2016,0
Dip,7/8/2016,0
Tobacco,7/8/2016,0
Supplement,7/8/2016,0
Powder,7/8/2016,0
Nut,7/8/2016,794.876
Not Available,7/8/2016,0
Instant,7/8/2016,0
Default,7/8/2016,0
Candy,7/8/2016,0
BreadCrumb,7/8/2016,0
Powder,7/9/2016,0
Supplement,7/9/2016,0
BreadCrumb,7/9/2016,0
Nut,7/9/2016,0
Not Available,7/9/2016,0
Instant,7/9/2016,0
Dip,7/9/2016,0
Default,7/9/2016,0
Candy,7/9/2016,0
Tobacco,7/9/2016,0
Candy,7/10/2016,0
Default,7/10/2016,0
Tobacco,7/10/2016,0
Supplement,7/10/2016,0
Nut,7/10/2016,0
Not Available,7/10/2016,0
Instant,7/10/2016,0
Dip,7/10/2016,0
BreadCrumb,7/10/2016,0
Powder,7/10/2016,0
Tobacco,7/11/2016,0
Supplement,7/11/2016,0
Not Available,7/11/2016,0
Powder,7/11/2016,0
Nut,7/11/2016,693.916
Instant,7/11/2016,0
Default,7/11/2016,0
Candy,7/11/2016,0
BreadCrumb,7/11/2016,0
Dip,7/11/2016,0
Tobacco,7/12/2016,0
Supplement,7/12/2016,0
Powder,7/12/2016,0
Nut,7/12/2016,389.376
Not Available,7/12/2016,0
Instant,7/12/2016,0
Dip,7/12/2016,0
Default,7/12/2016,0
Candy,7/12/2016,0
BreadCrumb,7/12/2016,0
Supplement,7/13/2016,96.8
Powder,7/13/2016,0
Tobacco,7/13/2016,0
Nut,7/13/2016,844.188
Not Available,7/13/2016,0
Candy,7/13/2016,0
Dip,7/13/2016,0
Default,7/13/2016,0
BreadCrumb,7/13/2016,0
Instant,7/13/2016,0
Supplement,7/14/2016,0
Tobacco,7/14/2016,0
BreadCrumb,7/14/2016,0
Candy,7/14/2016,0
Default,7/14/2016,0
Dip,7/14/2016,0
Instant,7/14/2016,0
Not Available,7/14/2016,0
Nut,7/14/2016,243.516
Powder,7/14/2016,0
Not Available,7/15/2016,0
BreadCrumb,7/15/2016,0
Instant,7/15/2016,0
Candy,7/15/2016,0
Nut,7/15/2016,1944.924
Powder,7/15/2016,0
Supplement,7/15/2016,0
Tobacco,7/15/2016,0
Dip,7/15/2016,10.368
Default,7/15/2016,0
Supplement,7/16/2016,0
Default,7/16/2016,0
Dip,7/16/2016,0
Instant,7/16/2016,0
Not Available,7/16/2016,0
Nut,7/16/2016,0
Tobacco,7/16/2016,0
Candy,7/16/2016,0
BreadCrumb,7/16/2016,0
Powder,7/16/2016,0
Powder,7/17/2016,0
BreadCrumb,7/17/2016,0
Candy,7/17/2016,0
Default,7/17/2016,0
Instant,7/17/2016,0
Not Available,7/17/2016,0
Nut,7/17/2016,0
Supplement,7/17/2016,0
Dip,7/17/2016,0
Tobacco,7/17/2016,0
Powder,7/18/2016,0
Nut,7/18/2016,968.444
Not Available,7/18/2016,0
Instant,7/18/2016,0
Tobacco,7/18/2016,0
Dip,7/18/2016,0
Default,7/18/2016,0
Candy,7/18/2016,0
Supplement,7/18/2016,58.678
BreadCrumb,7/18/2016,0
Candy,7/19/2016,0
Powder,7/19/2016,0
Dip,7/19/2016,0
Default,7/19/2016,0
Tobacco,7/19/2016,0
Supplement,7/19/2016,36.25
BreadCrumb,7/19/2016,0
Not Available,7/19/2016,0
Nut,7/19/2016,865.388
Instant,7/19/2016,0
Supplement,7/20/2016,0
Nut,7/20/2016,884.856
Not Available,7/20/2016,0
Tobacco,7/20/2016,0
Dip,7/20/2016,0
Default,7/20/2016,0
Candy,7/20/2016,0
BreadCrumb,7/20/2016,0
Instant,7/20/2016,0
Powder,7/20/2016,0
BreadCrumb,7/21/2016,0
Candy,7/21/2016,0
Default,7/21/2016,0
Dip,7/21/2016,0
Instant,7/21/2016,0
Not Available,7/21/2016,0
Powder,7/21/2016,0
Supplement,7/21/2016,0
Tobacco,7/21/2016,0
Nut,7/21/2016,517.296
BreadCrumb,7/22/2016,0
Default,7/22/2016,0
Dip,7/22/2016,0
Instant,7/22/2016,0
Not Available,7/22/2016,0
Nut,7/22/2016,2407.62
Powder,7/22/2016,0
Supplement,7/22/2016,0
