commodity,date,qty
Tobacco,7/22/2016,0
Candy,7/22/2016,0
Candy,7/23/2016,0
Dip,7/23/2016,0
Instant,7/23/2016,0
Not Available,7/23/2016,0
Nut,7/23/2016,320.424
Powder,7/23/2016,0
Supplement,7/23/2016,0
Tobacco,7/23/2016,0
Default,7/23/2016,0
BreadCrumb,7/23/2016,0
BreadCrumb,7/24/2016,0
Powder,7/24/2016,0
Instant,7/24/2016,0
Dip,7/24/2016,0
Default,7/24/2016,0
Candy,7/24/2016,0
Tobacco,7/24/2016,0
Not Available,7/24/2016,0
Nut,7/24/2016,0
Supplement,7/24/2016,0
Instant,7/25/2016,0
Not Available,7/25/2016,0
Candy,7/25/2016,0
BreadCrumb,7/25/2016,0
Nut,7/25/2016,724.574
Powder,7/25/2016,0
Supplement,7/25/2016,50
Tobacco,7/25/2016,0
Dip,7/25/2016,0
Default,7/25/2016,0
BreadCrumb,7/26/2016,0
Dip,7/26/2016,0
Tobacco,7/26/2016,0
Supplement,7/26/2016,0
Powder,7/26/2016,0
Candy,7/26/2016,0
Default,7/26/2016,0
Not Available,7/26/2016,0
Instant,7/26/2016,0
Nut,7/26/2016,521.664
BreadCrumb,7/27/2016,0
Default,7/27/2016,0
Dip,7/27/2016,0
Instant,7/27/2016,0
Not Available,7/27/2016,0
Nut,7/27/2016,2241.072
Powder,7/27/2016,0
Supplement,7/27/2016,0
Tobacco,7/27/2016,0
Candy,7/27/2016,0
Candy,7/28/2016,0
Dip,7/28/2016,0
Instant,7/28/2016,0
Not Available,7/28/2016,0
Nut,7/28/2016,459.42
Powder,7/28/2016,0
Supplement,7/28/2016,0
Tobacco,7/28/2016,0
BreadCrumb,7/28/2016,0
Default,7/28/2016,0
Not Available,7/29/2016,0
Nut,7/29/2016,625.776
Powder,7/29/2016,0
Default,7/29/2016,0
Tobacco,7/29/2016,0
Dip,7/29/2016,0
Candy,7/29/2016,0
BreadCrumb,7/29/2016,0
Supplement,7/29/2016,0
Instant,7/29/2016,0
Powder,7/30/2016,0
Supplement,7/30/2016,0
Tobacco,7/30/2016,0
Not Available,7/30/2016,0
Instant,7/30/2016,0
Dip,7/30/2016,0
Default,7/30/2016,0
Candy,7/30/2016,0
BreadCrumb,7/30/2016,0
Nut,7/30/2016,0
Supplement,7/31/2016,0
Tobacco,7/31/2016,0
Nut,7/31/2016,0
Not Available,7/31/2016,0
Instant,7/31/2016,0
Dip,7/31/2016,0
Default,7/31/2016,0
Candy,7/31/2016,0
BreadCrumb,7/31/2016,0
Powder,7/31/2016,0
Tobacco,8/1/2016,0
Supplement,8/1/2016,0
Powder,8/1/2016,0
Nut,8/1/2016,1596
Instant,8/1/2016,0
Dip,8/1/2016,0
Default,8/1/2016,0
BreadCrumb,8/1/2016,0
Not Available,8/1/2016,0
Candy,8/1/2016,0
BreadCrumb,8/2/2016,0
Candy,8/2/2016,0
Default,8/2/2016,0
Dip,8/2/2016,0
Instant,8/2/2016,0
Not Available,8/2/2016,0
Nut,8/2/2016,981.064
Powder,8/2/2016,0
Supplement,8/2/2016,0
Tobacco,8/2/2016,0
Tobacco,8/3/2016,0
Supplement,8/3/2016,0
Powder,8/3/2016,0
Nut,8/3/2016,541.172
Not Available,8/3/2016,0
Instant,8/3/2016,0
Dip,8/3/2016,0
Default,8/3/2016,0
Candy,8/3/2016,0
BreadCrumb,8/3/2016,0
Candy,8/4/2016,0
Tobacco,8/4/2016,0
Supplement,8/4/2016,0
Powder,8/4/2016,0
BreadCrumb,8/4/2016,0
Not Available,8/4/2016,0
Nut,8/4/2016,1007.204
Default,8/4/2016,0
Instant,8/4/2016,0
Dip,8/4/2016,2.5
BreadCrumb,8/5/2016,0
Candy,8/5/2016,0
Default,8/5/2016,0
Dip,8/5/2016,0
Instant,8/5/2016,0
Not Available,8/5/2016,0
Nut,8/5/2016,2747.444
Powder,8/5/2016,17.5
Supplement,8/5/2016,0
Tobacco,8/5/2016,0
Tobacco,8/6/2016,0
Supplement,8/6/2016,0
Nut,8/6/2016,1040.476
Powder,8/6/2016,0
Instant,8/6/2016,0
Dip,8/6/2016,0
Default,8/6/2016,0
Candy,8/6/2016,0
BreadCrumb,8/6/2016,0
Not Available,8/6/2016,0
Tobacco,8/7/2016,0
Supplement,8/7/2016,0
Powder,8/7/2016,0
Nut,8/7/2016,365.476
Not Available,8/7/2016,0
Dip,8/7/2016,0
Default,8/7/2016,0
Candy,8/7/2016,0
BreadCrumb,8/7/2016,0
Instant,8/7/2016,0
Tobacco,8/8/2016,0
Supplement,8/8/2016,0
Not Available,8/8/2016,0
Powder,8/8/2016,0
Nut,8/8/2016,2338.152
BreadCrumb,8/8/2016,0
Candy,8/8/2016,0
Instant,8/8/2016,0
Dip,8/8/2016,0
Default,8/8/2016,0
BreadCrumb,8/9/2016,0
Candy,8/9/2016,0
Default,8/9/2016,0
Dip,8/9/2016,0
Instant,8/9/2016,0
Nut,8/9/2016,632.856
Powder,8/9/2016,0
Supplement,8/9/2016,0
Tobacco,8/9/2016,0
Not Available,8/9/2016,0
Nut,8/10/2016,2274.224
Tobacco,8/10/2016,0
Supplement,8/10/2016,53.136
Powder,8/10/2016,0
Not Available,8/10/2016,0
Dip,8/10/2016,0
Default,8/10/2016,0
Candy,8/10/2016,0
BreadCrumb,8/10/2016,0
Instant,8/10/2016,0
Tobacco,8/11/2016,0
Supplement,8/11/2016,36.864
Powder,8/11/2016,0
Nut,8/11/2016,863.154
Instant,8/11/2016,0
Dip,8/11/2016,0
Default,8/11/2016,0
Candy,8/11/2016,0
BreadCrumb,8/11/2016,0
Not Available,8/11/2016,0
Tobacco,8/12/2016,0
Supplement,8/12/2016,0
Powder,8/12/2016,0
Nut,8/12/2016,976.184
Not Available,8/12/2016,0
Dip,8/12/2016,0
Default,8/12/2016,0
Candy,8/12/2016,0
Instant,8/12/2016,0
BreadCrumb,8/12/2016,0
Tobacco,8/13/2016,0
Supplement,8/13/2016,0
Powder,8/13/2016,0
Nut,8/13/2016,679.256
Dip,8/13/2016,0
Instant,8/13/2016,0
Not Available,8/13/2016,0
BreadCrumb,8/13/2016,0
Default,8/13/2016,0
Candy,8/13/2016,0
BreadCrumb,8/14/2016,0
Candy,8/14/2016,0
Default,8/14/2016,0
Dip,8/14/2016,0
Instant,8/14/2016,0
Not Available,8/14/2016,0
Powder,8/14/2016,0
Supplement,8/14/2016,0
Tobacco,8/14/2016,0
Nut,8/14/2016,848.8
Nut,8/15/2016,836.516
Tobacco,8/15/2016,0
Supplement,8/15/2016,16.848
Powder,8/15/2016,0
Not Available,8/15/2016,0
Dip,8/15/2016,0
Default,8/15/2016,0
Candy,8/15/2016,0
BreadCrumb,8/15/2016,0
Instant,8/15/2016,0
Tobacco,8/16/2016,0
Supplement,8/16/2016,0
Powder,8/16/2016,0
Nut,8/16/2016,519.9
Not Available,8/16/2016,0
Dip,8/16/2016,0
Default,8/16/2016,0
Candy,8/16/2016,48.672
BreadCrumb,8/16/2016,370.16
Instant,8/16/2016,0
Tobacco,8/17/2016,0
Powder,8/17/2016,0
Nut,8/17/2016,749.7
Supplement,8/17/2016,0
Instant,8/17/2016,0
Not Available,8/17/2016,0
BreadCrumb,8/17/2016,0
Dip,8/17/2016,0
Candy,8/17/2016,0
Default,8/17/2016,0
BreadCrumb,8/18/2016,0
Candy,8/18/2016,0
Default,8/18/2016,0
Dip,8/18/2016,0
Instant,8/18/2016,0
Not Available,8/18/2016,0
Nut,8/18/2016,539.292
Powder,8/18/2016,0
Supplement,8/18/2016,23.75
Tobacco,8/18/2016,0
Supplement,8/19/2016,0
Nut,8/19/2016,3225.728
Not Available,8/19/2016,0
Tobacco,8/19/2016,0
Dip,8/19/2016,22.5
Instant,8/19/2016,0
BreadCrumb,8/19/2016,0
Powder,8/19/2016,0
Candy,8/19/2016,0
Default,8/19/2016,0
BreadCrumb,8/20/2016,0
Supplement,8/20/2016,0
Nut,8/20/2016,284.124
Tobacco,8/20/2016,0
Instant,8/20/2016,0
Dip,8/20/2016,0
Default,8/20/2016,0
Candy,8/20/2016,0
Not Available,8/20/2016,0
Powder,8/20/2016,0
BreadCrumb,8/21/2016,0
Candy,8/21/2016,0
Default,8/21/2016,0
Dip,8/21/2016,0
Instant,8/21/2016,0
Not Available,8/21/2016,0
Nut,8/21/2016,0
Powder,8/21/2016,0
Tobacco,8/21/2016,0
Supplement,8/21/2016,0
Tobacco,8/22/2016,0
BreadCrumb,8/22/2016,0
Candy,8/22/2016,0
Default,8/22/2016,0
Dip,8/22/2016,0
Instant,8/22/2016,0
Not Available,8/22/2016,0
Nut,8/22/2016,1241.724
Powder,8/22/2016,0
Supplement,8/22/2016,0
Powder,8/23/2016,11.664
Nut,8/23/2016,838.048
Not Available,8/23/2016,7.2
Instant,8/23/2016,11.232
Tobacco,8/23/2016,0
Default,8/23/2016,0
Candy,8/23/2016,0
BreadCrumb,8/23/2016,0
Dip,8/23/2016,33.696
Supplement,8/23/2016,0
Instant,8/24/2016,0
BreadCrumb,8/24/2016,0
Candy,8/24/2016,0
Default,8/24/2016,0
Dip,8/24/2016,0
Not Available,8/24/2016,0
Nut,8/24/2016,2429.884
Powder,8/24/2016,0
Supplement,8/24/2016,117.5
Tobacco,8/24/2016,0
Tobacco,8/25/2016,0
Supplement,8/25/2016,0
Powder,8/25/2016,0
Nut,8/25/2016,553.764
Not Available,8/25/2016,0
Candy,8/25/2016,0
Dip,8/25/2016,0
Default,8/25/2016,0
BreadCrumb,8/25/2016,0
Instant,8/25/2016,0
Nut,8/26/2016,809.808
Tobacco,8/26/2016,0
Supplement,8/26/2016,0
Powder,8/26/2016,21.6
Not Available,8/26/2016,0
Candy,8/26/2016,0
Dip,8/26/2016,0
Default,8/26/2016,0
BreadCrumb,8/26/2016,0
Instant,8/26/2016,0
Supplement,8/27/2016,0
BreadCrumb,8/27/2016,0
Candy,8/27/2016,0
Default,8/27/2016,0
Dip,8/27/2016,0
Instant,8/27/2016,0
Not Available,8/27/2016,0
Nut,8/27/2016,622.124
Powder,8/27/2016,0
Tobacco,8/27/2016,0
Supplement,8/28/2016,0
Not Available,8/28/2016,0
Powder,8/28/2016,0
Tobacco,8/28/2016,0
Nut,8/28/2016,851.248
Instant,8/28/2016,0
Dip,8/28/2016,0
Default,8/28/2016,0
Candy,8/28/2016,0
BreadCrumb,8/28/2016,0
Tobacco,8/29/2016,0
Supplement,8/29/2016,0
Powder,8/29/2016,0
Not Available,8/29/2016,0
Nut,8/29/2016,2064.552
Dip,8/29/2016,0
Default,8/29/2016,0
Candy,8/29/2016,0
BreadCrumb,8/29/2016,0
Instant,8/29/2016,0
Supplement,8/30/2016,0
Default,8/30/2016,0
Dip,8/30/2016,0
Instant,8/30/2016,0
Not Available,8/30/2016,0
Nut,8/30/2016,421.268
Powder,8/30/2016,0
Tobacco,8/30/2016,0
BreadCrumb,8/30/2016,0
Candy,8/30/2016,0
BreadCrumb,8/31/2016,0
Tobacco,8/31/2016,0
Supplement,8/31/2016,215.632
Powder,8/31/2016,0
Nut,8/31/2016,608.792
Not Available,8/31/2016,0
Instant,8/31/2016,0
Dip,8/31/2016,0
Default,8/31/2016,0
Candy,8/31/2016,0
Tobacco,9/1/2016,0
Supplement,9/1/2016,0
Powder,9/1/2016,0
Nut,9/1/2016,463.632
BreadCrumb,9/1/2016,0
Instant,9/1/2016,0
Dip,9/1/2016,0
Candy,9/1/2016,0
Not Available,9/1/2016,0
Default,9/1/2016,0
Instant,9/2/2016,0
Candy,9/2/2016,0
Default,9/2/2016,0
Dip,9/2/2016,0
Not Available,9/2/2016,0
Nut,9/2/2016,1319.488
Powder,9/2/2016,0
Supplement,9/2/2016,0
Tobacco,9/2/2016,0
BreadCrumb,9/2/2016,0
Default,9/3/2016,0
Dip,9/3/2016,0
Instant,9/3/2016,0
Not Available,9/3/2016,0
Tobacco,9/3/2016,0
Powder,9/3/2016,0
Supplement,9/3/2016,0
Candy,9/3/2016,0
Nut,9/3/2016,0
BreadCrumb,9/3/2016,0
Not Available,9/4/2016,0
Candy,9/4/2016,0
Default,9/4/2016,0
Dip,9/4/2016,0
Instant,9/4/2016,0
BreadCrumb,9/4/2016,0
Nut,9/4/2016,0
Powder,9/4/2016,0
Supplement,9/4/2016,0
Tobacco,9/4/2016,0
Tobacco,9/5/2016,0
Supplement,9/5/2016,0
Powder,9/5/2016,0
Nut,9/5/2016,0
Not Available,9/5/2016,0
Instant,9/5/2016,0
Dip,9/5/2016,0
Default,9/5/2016,0
Candy,9/5/2016,0
BreadCrumb,9/5/2016,0
Dip,9/6/2016,0
Instant,9/6/2016,0
Not Available,9/6/2016,0
Nut,9/6/2016,2942.46
Default,9/6/2016,0
Powder,9/6/2016,0
Supplement,9/6/2016,0
Tobacco,9/6/2016,0
BreadCrumb,9/6/2016,0
Candy,9/6/2016,0
Nut,9/7/2016,900.56
Powder,9/7/2016,0
Supplement,9/7/2016,25.2
BreadCrumb,9/7/2016,0
Tobacco,9/7/2016,0
Default,9/7/2016,0
Dip,9/7/2016,0
Instant,9/7/2016,0
Not Available,9/7/2016,0
Candy,9/7/2016,0
BreadCrumb,9/8/2016,0
Candy,9/8/2016,0
Dip,9/8/2016,0
Instant,9/8/2016,0
Not Available,9/8/2016,0
Nut,9/8/2016,604.308
Default,9/8/2016,0
Supplement,9/8/2016,0
Powder,9/8/2016,0
Tobacco,9/8/2016,0
BreadCrumb,9/9/2016,0
Candy,9/9/2016,0
Default,9/9/2016,0
Dip,9/9/2016,0
Instant,9/9/2016,0
Not Available,9/9/2016,0
Nut,9/9/2016,2291.512
Powder,9/9/2016,0
Supplement,9/9/2016,100
Tobacco,9/9/2016,0
Candy,9/10/2016,0
BreadCrumb,9/10/2016,0
Supplement,9/10/2016,0
Dip,9/10/2016,0
Instant,9/10/2016,0
Not Available,9/10/2016,0
Nut,9/10/2016,828.136
Powder,9/10/2016,0
Tobacco,9/10/2016,0
Default,9/10/2016,0
Powder,9/11/2016,0
BreadCrumb,9/11/2016,0
Candy,9/11/2016,0
Default,9/11/2016,0
Dip,9/11/2016,0
Instant,9/11/2016,0
Nut,9/11/2016,585.744
Tobacco,9/11/2016,0
Supplement,9/11/2016,0
Not Available,9/11/2016,0
Candy,9/12/2016,0
Default,9/12/2016,0
Dip,9/12/2016,0
Instant,9/12/2016,0
Not Available,9/12/2016,0
Nut,9/12/2016,754.984
Powder,9/12/2016,0
Supplement,9/12/2016,0
Tobacco,9/12/2016,0
BreadCrumb,9/12/2016,0
Tobacco,9/13/2016,0
BreadCrumb,9/13/2016,0
Candy,9/13/2016,0
Default,9/13/2016,0
Dip,9/13/2016,0
Not Available,9/13/2016,0
Nut,9/13/2016,1047.74
Powder,9/13/2016,0
Supplement,9/13/2016,0
Instant,9/13/2016,0
BreadCrumb,9/14/2016,0
Candy,9/14/2016,0
Default,9/14/2016,0
Dip,9/14/2016,0
Instant,9/14/2016,0
Not Available,9/14/2016,0
Nut,9/14/2016,2864.716
Powder,9/14/2016,0
Supplement,9/14/2016,0
Tobacco,9/14/2016,0
Dip,9/15/2016,0
BreadCrumb,9/15/2016,0
Default,9/15/2016,0
Tobacco,9/15/2016,0
Supplement,9/15/2016,0
Candy,9/15/2016,0
Nut,9/15/2016,608.244
Instant,9/15/2016,0
Powder,9/15/2016,0
Not Available,9/15/2016,0
Tobacco,9/16/2016,96.732
Supplement,9/16/2016,0
Nut,9/16/2016,460.096
Powder,9/16/2016,57.024
Instant,9/16/2016,0
Dip,9/16/2016,0
Default,9/16/2016,0
Candy,9/16/2016,0
BreadCrumb,9/16/2016,166.32
Not Available,9/16/2016,0
Candy,9/17/2016,0
Default,9/17/2016,0
Dip,9/17/2016,0
Instant,9/17/2016,0
Not Available,9/17/2016,0
Nut,9/17/2016,332.436
Powder,9/17/2016,0
Supplement,9/17/2016,0
Tobacco,9/17/2016,0
BreadCrumb,9/17/2016,0
Candy,9/18/2016,0
Default,9/18/2016,0
Tobacco,9/18/2016,0
Supplement,9/18/2016,0
Powder,9/18/2016,0
Nut,9/18/2016,0
Not Available,9/18/2016,0
Instant,9/18/2016,0
Dip,9/18/2016,0
BreadCrumb,9/18/2016,0
Tobacco,9/19/2016,0
Candy,9/19/2016,0
Default,9/19/2016,0
Dip,9/19/2016,0
Instant,9/19/2016,0
Not Available,9/19/2016,0
Nut,9/19/2016,2153.388
BreadCrumb,9/19/2016,0
Powder,9/19/2016,12.816
Supplement,9/19/2016,57.024
Powder,9/20/2016,0
BreadCrumb,9/20/2016,0
Candy,9/20/2016,48.672
Default,9/20/2016,0
Dip,9/20/2016,0
Instant,9/20/2016,0
Not Available,9/20/2016,0
Tobacco,9/20/2016,0
Supplement,9/20/2016,0
Nut,9/20/2016,568.47
Supplement,9/21/2016,0
BreadCrumb,9/21/2016,0
Candy,9/21/2016,0
Default,9/21/2016,0
Dip,9/21/2016,0
Instant,9/21/2016,0
Not Available,9/21/2016,0
Nut,9/21/2016,772.824
Powder,9/21/2016,0
Tobacco,9/21/2016,0
Tobacco,9/22/2016,0
Nut,9/22/2016,487.968
Not Available,9/22/2016,0
Instant,9/22/2016,100
Dip,9/22/2016,0
Default,9/22/2016,0
Candy,9/22/2016,0
BreadCrumb,9/22/2016,0
Powder,9/22/2016,0
Supplement,9/22/2016,69.696
Tobacco,9/23/2016,0
Candy,9/23/2016,0
Default,9/23/2016,0
Dip,9/23/2016,0
Instant,9/23/2016,0
BreadCrumb,9/23/2016,0
Nut,9/23/2016,2604.576
Powder,9/23/2016,0
Supplement,9/23/2016,0
Not Available,9/23/2016,0
BreadCrumb,9/24/2016,0
Default,9/24/2016,0
Dip,9/24/2016,0
Instant,9/24/2016,0
Not Available,9/24/2016,0
Nut,9/24/2016,1051.156
Powder,9/24/2016,0
Tobacco,9/24/2016,0
Candy,9/24/2016,0
Supplement,9/24/2016,0
BreadCrumb,9/25/2016,0
Tobacco,9/25/2016,0
Powder,9/25/2016,0
Nut,9/25/2016,0
Not Available,9/25/2016,0
Supplement,9/25/2016,0
Dip,9/25/2016,0
Default,9/25/2016,0
Candy,9/25/2016,0
Instant,9/25/2016,0
BreadCrumb,9/26/2016,0
Nut,9/26/2016,1167.56
Not Available,9/26/2016,0
Instant,9/26/2016,0
Dip,9/26/2016,0
Default,9/26/2016,0
Candy,9/26/2016,0
Tobacco,9/26/2016,0
Supplement,9/26/2016,0
Powder,9/26/2016,0
Supplement,9/27/2016,0
Nut,9/27/2016,864.548
Not Available,9/27/2016,0
Dip,9/27/2016,0
Default,9/27/2016,0
Candy,9/27/2016,0
BreadCrumb,9/27/2016,0
Powder,9/27/2016,0
Instant,9/27/2016,0
Tobacco,9/27/2016,0
Supplement,9/28/2016,0
Tobacco,9/28/2016,0
Powder,9/28/2016,0
Nut,9/28/2016,2603.544
Not Available,9/28/2016,0
Instant,9/28/2016,0
Dip,9/28/2016,0
Candy,9/28/2016,0
BreadCrumb,9/28/2016,0
Default,9/28/2016,0
Supplement,9/29/2016,0
Tobacco,9/29/2016,0
Instant,9/29/2016,0
Nut,9/29/2016,376.944
BreadCrumb,9/29/2016,0
Candy,9/29/2016,0
Default,9/29/2016,0
Dip,9/29/2016,0
Powder,9/29/2016,0
Not Available,9/29/2016,0
BreadCrumb,9/30/2016,0
Candy,9/30/2016,0
Default,9/30/2016,0
Dip,9/30/2016,0
Instant,9/30/2016,0
Not Available,9/30/2016,0
Tobacco,9/30/2016,0
Supplement,9/30/2016,0
Nut,9/30/2016,899.124
Powder,9/30/2016,0
Default,10/1/2016,0
Dip,10/1/2016,0
Instant,10/1/2016,0
Not Available,10/1/2016,0
Nut,10/1/2016,437.376
Powder,10/1/2016,0
Supplement,10/1/2016,0
Tobacco,10/1/2016,0
BreadCrumb,10/1/2016,0
Candy,10/1/2016,0
BreadCrumb,10/2/2016,0
Powder,10/2/2016,0
Nut,10/2/2016,0
Not Available,10/2/2016,0
Instant,10/2/2016,0
Dip,10/2/2016,0
Default,10/2/2016,0
Candy,10/2/2016,0
Tobacco,10/2/2016,0
Supplement,10/2/2016,0
Not Available,10/3/2016,0
BreadCrumb,10/3/2016,0
Candy,10/3/2016,0
Default,10/3/2016,0
Dip,10/3/2016,0
Instant,10/3/2016,0
Nut,10/3/2016,2184.268
Powder,10/3/2016,0
Supplement,10/3/2016,0
Tobacco,10/3/2016,0
Tobacco,10/4/2016,0
Candy,10/4/2016,0
Supplement,10/4/2016,0
Powder,10/4/2016,0
Nut,10/4/2016,549.276
Not Available,10/4/2016,0
BreadCrumb,10/4/2016,0
Dip,10/4/2016,0
Default,10/4/2016,0
Instant,10/4/2016,0
BreadCrumb,10/5/2016,0
Candy,10/5/2016,0
Dip,10/5/2016,0
Instant,10/5/2016,0
Not Available,10/5/2016,0
Nut,10/5/2016,1116.876
Powder,10/5/2016,0
Supplement,10/5/2016,0
Tobacco,10/5/2016,0
Default,10/5/2016,0
Tobacco,10/6/2016,0
Candy,10/6/2016,0
Default,10/6/2016,0
Dip,10/6/2016,0
Instant,10/6/2016,0
Not Available,10/6/2016,0
Nut,10/6/2016,509.964
Powder,10/6/2016,0
Supplement,10/6/2016,0
BreadCrumb,10/6/2016,0
Tobacco,10/7/2016,0
Supplement,10/7/2016,0
Powder,10/7/2016,0
Nut,10/7/2016,2115.68
Not Available,10/7/2016,0
Instant,10/7/2016,0
Dip,10/7/2016,0
Default,10/7/2016,0
Candy,10/7/2016,60
BreadCrumb,10/7/2016,185.08
Default,10/8/2016,0
Dip,10/8/2016,0
Instant,10/8/2016,0
Not Available,10/8/2016,0
Nut,10/8/2016,0
Powder,10/8/2016,0
Supplement,10/8/2016,0
Tobacco,10/8/2016,0
Candy,10/8/2016,0
BreadCrumb,10/8/2016,0
Candy,10/9/2016,0
Supplement,10/9/2016,0
Powder,10/9/2016,0
Nut,10/9/2016,0
Not Available,10/9/2016,0
Instant,10/9/2016,0
Dip,10/9/2016,0
BreadCrumb,10/9/2016,0
Tobacco,10/9/2016,0
Default,10/9/2016,0
Tobacco,10/10/2016,0
BreadCrumb,10/10/2016,0
Nut,10/10/2016,1033.936
Not Available,10/10/2016,0
Instant,10/10/2016,0
Supplement,10/10/2016,0
Dip,10/10/2016,0
Default,10/10/2016,0
Powder,10/10/2016,57.024
Candy,10/10/2016,0
BreadCrumb,10/11/2016,0
Tobacco,10/11/2016,0
Candy,10/11/2016,0
Default,10/11/2016,0
Dip,10/11/2016,0
Instant,10/11/2016,0
Not Available,10/11/2016,0
Nut,10/11/2016,679
Powder,10/11/2016,34.56
Supplement,10/11/2016,0
Candy,10/12/2016,0
Default,10/12/2016,0
Instant,10/12/2016,90
Dip,10/12/2016,0
Nut,10/12/2016,567.42
Powder,10/12/2016,0
BreadCrumb,10/12/2016,0
Tobacco,10/12/2016,0
Not Available,10/12/2016,0
Supplement,10/12/2016,0
Candy,10/13/2016,0
Tobacco,10/13/2016,0
Supplement,10/13/2016,33.552
Powder,10/13/2016,0
Nut,10/13/2016,577.632
Not Available,10/13/2016,0
Dip,10/13/2016,0
Default,10/13/2016,0
BreadCrumb,10/13/2016,0
Instant,10/13/2016,0
Supplement,10/14/2016,0
Not Available,10/14/2016,0
BreadCrumb,10/14/2016,0
Candy,10/14/2016,0
Tobacco,10/14/2016,0
Default,10/14/2016,0
Powder,10/14/2016,0
Nut,10/14/2016,2040.132
Dip,10/14/2016,0
Instant,10/14/2016,0
Not Available,10/15/2016,0
Instant,10/15/2016,0
Dip,10/15/2016,0
Default,10/15/2016,0
Candy,10/15/2016,0
BreadCrumb,10/15/2016,0
Tobacco,10/15/2016,0
Nut,10/15/2016,0
Supplement,10/15/2016,0
Powder,10/15/2016,0
Powder,10/16/2016,0
Nut,10/16/2016,0
Not Available,10/16/2016,0
Instant,10/16/2016,0
Dip,10/16/2016,0
Default,10/16/2016,0
Candy,10/16/2016,0
BreadCrumb,10/16/2016,0
Tobacco,10/16/2016,0
Supplement,10/16/2016,0
Supplement,10/17/2016,0
Powder,10/17/2016,0
Nut,10/17/2016,720.32
Not Available,10/17/2016,0
Dip,10/17/2016,0
Default,10/17/2016,0
Candy,10/17/2016,0
BreadCrumb,10/17/2016,0
Tobacco,10/17/2016,0
Instant,10/17/2016,0
Instant,10/18/2016,0
BreadCrumb,10/18/2016,0
Candy,10/18/2016,0
Default,10/18/2016,0
Dip,10/18/2016,0
Not Available,10/18/2016,1116.5
Nut,10/18/2016,596.394
Powder,10/18/2016,0
Supplement,10/18/2016,0
Tobacco,10/18/2016,0
Supplement,10/19/2016,74.736
Tobacco,10/19/2016,0
Powder,10/19/2016,0
Nut,10/19/2016,2675.244
Not Available,10/19/2016,0
BreadCrumb,10/19/2016,0
Dip,10/19/2016,0
Default,10/19/2016,0
Candy,10/19/2016,0
Instant,10/19/2016,0
Candy,10/20/2016,0
BreadCrumb,10/20/2016,0
Dip,10/20/2016,0
Default,10/20/2016,0
Not Available,10/20/2016,0
Nut,10/20/2016,408.564
Powder,10/20/2016,0
Supplement,10/20/2016,0
Tobacco,10/20/2016,0
Instant,10/20/2016,0
Not Available,10/21/2016,0
Tobacco,10/21/2016,0
Supplement,10/21/2016,0
Powder,10/21/2016,0
Nut,10/21/2016,581.832
Dip,10/21/2016,0
Default,10/21/2016,0
Candy,10/21/2016,0
BreadCrumb,10/21/2016,0
Instant,10/21/2016,0
Instant,10/22/2016,0
Powder,10/22/2016,0
Dip,10/22/2016,0
Nut,10/22/2016,0
Candy,10/22/2016,0
BreadCrumb,10/22/2016,0
Default,10/22/2016,0
Not Available,10/22/2016,0
Supplement,10/22/2016,0
Tobacco,10/22/2016,0
Candy,10/23/2016,0
Powder,10/23/2016,0
Nut,10/23/2016,0
Not Available,10/23/2016,0
BreadCrumb,10/23/2016,0
Instant,10/23/2016,0
Dip,10/23/2016,0
Default,10/23/2016,0
Tobacco,10/23/2016,0
Supplement,10/23/2016,0
Tobacco,10/24/2016,0
BreadCrumb,10/24/2016,166.32
Candy,10/24/2016,0
Default,10/24/2016,0
Powder,10/24/2016,0
Dip,10/24/2016,0
Instant,10/24/2016,0
Not Available,10/24/2016,0
Nut,10/24/2016,2254.4
Supplement,10/24/2016,0
Supplement,10/25/2016,100
Powder,10/25/2016,0
Nut,10/25/2016,544.182
Not Available,10/25/2016,0
Instant,10/25/2016,0
Default,10/25/2016,0
Candy,10/25/2016,0
BreadCrumb,10/25/2016,0
Tobacco,10/25/2016,0
Dip,10/25/2016,0
Powder,10/26/2016,0
Dip,10/26/2016,0
BreadCrumb,10/26/2016,0
Candy,10/26/2016,0
Default,10/26/2016,0
Instant,10/26/2016,0
Not Available,10/26/2016,0
Nut,10/26/2016,506.844
Supplement,10/26/2016,0
Tobacco,10/26/2016,0
BreadCrumb,10/27/2016,0
Powder,10/27/2016,0
Nut,10/27/2016,489.684
Not Available,10/27/2016,0
Instant,10/27/2016,0
Dip,10/27/2016,0
Default,10/27/2016,0
Candy,10/27/2016,0
Supplement,10/27/2016,50
Tobacco,10/27/2016,0
Tobacco,10/28/2016,0
Nut,10/28/2016,2103.216
Instant,10/28/2016,0
Dip,10/28/2016,0
Default,10/28/2016,0
Candy,10/28/2016,0
BreadCrumb,10/28/2016,0
Powder,10/28/2016,0
Supplement,10/28/2016,0
Not Available,10/28/2016,0
Not Available,10/29/2016,0
Supplement,10/29/2016,0
Powder,10/29/2016,0
Nut,10/29/2016,0
Instant,10/29/2016,0
Tobacco,10/29/2016,0
Default,10/29/2016,0
Candy,10/29/2016,0
BreadCrumb,10/29/2016,0
Dip,10/29/2016,0
Powder,10/30/2016,0
BreadCrumb,10/30/2016,0
Candy,10/30/2016,0
Default,10/30/2016,0
Dip,10/30/2016,0
Instant,10/30/2016,0
Not Available,10/30/2016,0
Nut,10/30/2016,0
Tobacco,10/30/2016,0
Supplement,10/30/2016,0
