Model,Test MSE,Test RMSE,Type,epochs,key,look_back
mlp_model,1.0121609592700707,1.0060621050760588,Nut,25,mlp_model_epochs_25_look_back_50_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,50
mlp_model,1.6343508292646969,1.2784173142071789,Nut,50,mlp_model_epochs_50_look_back_50_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,50
mlp_model,1.92655455744734,1.3880038031098259,Nut,100,mlp_model_epochs_100_look_back_50_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,50
mlp_model,1.7549300620368882,1.3247377333030446,Nut,200,mlp_model_epochs_200_look_back_50_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,50
mlp_model,1.1649191826581955,1.0793142186861968,Powder,25,mlp_model_epochs_25_look_back_1_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,1
mlp_model,1.1646762216765536,1.0792016594115086,Powder,50,mlp_model_epochs_50_look_back_1_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,1
mlp_model,1.165868220151413,1.0797537775582973,Powder,100,mlp_model_epochs_100_look_back_1_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,1
mlp_model,1.1699444152370626,1.0816396882682617,Powder,200,mlp_model_epochs_200_look_back_1_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,1
mlp_model,1.154000508308899,1.0742441567487808,Powder,25,mlp_model_epochs_25_look_back_10_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,10
mlp_model,1.1704725881152955,1.081883814517666,Powder,50,mlp_model_epochs_50_look_back_10_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,10
mlp_model,1.1615624909334985,1.0777580855338078,Powder,100,mlp_model_epochs_100_look_back_10_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,10
mlp_model,1.3045496804502288,1.142168849360824,Powder,200,mlp_model_epochs_200_look_back_10_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,10
mlp_model,1.2609093168225043,1.1229021848863348,Powder,25,mlp_model_epochs_25_look_back_20_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,20
mlp_model,1.1840193160495156,1.088126516563913,Powder,50,mlp_model_epochs_50_look_back_20_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,20
mlp_model,1.2498120814024543,1.1179499458394613,Powder,100,mlp_model_epochs_100_look_back_20_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,20
mlp_model,1.4073865909614942,1.1863332545964873,Powder,200,mlp_model_epochs_200_look_back_20_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,20
mlp_model,0.9975366267941094,0.9987675539354036,Powder,25,mlp_model_epochs_25_look_back_30_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,30
mlp_model,1.0370517282613687,1.0183573676570365,Powder,50,mlp_model_epochs_50_look_back_30_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,30
mlp_model,1.0858078770605581,1.0420210540390047,Powder,100,mlp_model_epochs_100_look_back_30_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,30
mlp_model,1.42319855061526,1.1929788558961387,Powder,200,mlp_model_epochs_200_look_back_30_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,30
mlp_model,0.8589869332543322,0.9268154796151886,Powder,25,mlp_model_epochs_25_look_back_40_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,40
mlp_model,1.1842550366472835,1.0882348260588262,Powder,50,mlp_model_epochs_50_look_back_40_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,40
mlp_model,1.6605205422215095,1.2886118663979118,Powder,100,mlp_model_epochs_100_look_back_40_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,40
mlp_model,3.137546346636019,1.7713120410125425,Powder,200,mlp_model_epochs_200_look_back_40_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,40
mlp_model,0.48000961102033946,0.6928272591493059,Powder,25,mlp_model_epochs_25_look_back_50_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,50
mlp_model,1.3173384812532687,1.147753667497198,Powder,50,mlp_model_epochs_50_look_back_50_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,50
mlp_model,1.7863983197101192,1.3365621271419146,Powder,100,mlp_model_epochs_100_look_back_50_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,50
mlp_model,2.309975373526083,1.5198603138203468,Powder,200,mlp_model_epochs_200_look_back_50_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,50
mlp_model,1.346561792339732,1.160414491610533,Supplement,25,mlp_model_epochs_25_look_back_1_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,1
mlp_model,1.3453694578157112,1.159900624112131,Supplement,50,mlp_model_epochs_50_look_back_1_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,1
mlp_model,1.3394375735886483,1.157340733573587,Supplement,100,mlp_model_epochs_100_look_back_1_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,1
mlp_model,1.338424225923101,1.1569028593287773,Supplement,200,mlp_model_epochs_200_look_back_1_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,1
mlp_model,1.4051621297954535,1.1853953474665968,Supplement,25,mlp_model_epochs_25_look_back_10_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,10
mlp_model,1.4757997679722603,1.214824994792361,Supplement,50,mlp_model_epochs_50_look_back_10_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,10
mlp_model,1.5037675222809441,1.2262819913384295,Supplement,100,mlp_model_epochs_100_look_back_10_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,10
mlp_model,1.586356197254824,1.2595063307720307,Supplement,200,mlp_model_epochs_200_look_back_10_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,10
mlp_model,1.4445075266636336,1.2018766686576596,Supplement,25,mlp_model_epochs_25_look_back_20_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,20
mlp_model,1.7537891774509962,1.3243070555769898,Supplement,50,mlp_model_epochs_50_look_back_20_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,20
mlp_model,2.1638142488833165,1.4709909071382177,Supplement,100,mlp_model_epochs_100_look_back_20_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,20
mlp_model,2.7598159150180654,1.661269368590797,Supplement,200,mlp_model_epochs_200_look_back_20_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,20
mlp_model,1.6575981334650092,1.287477430274026,Supplement,25,mlp_model_epochs_25_look_back_30_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,30
mlp_model,1.9160125739872456,1.3842010598129324,Supplement,50,mlp_model_epochs_50_look_back_30_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,30
mlp_model,2.5473457202647944,1.5960406386633126,Supplement,100,mlp_model_epochs_100_look_back_30_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,30
mlp_model,3.9327509328722954,1.983116469820241,Supplement,200,mlp_model_epochs_200_look_back_30_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,30
mlp_model,1.7692410288570084,1.3301282001585442,Supplement,25,mlp_model_epochs_25_look_back_40_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,40
mlp_model,2.400815530497337,1.5494565274628833,Supplement,50,mlp_model_epochs_50_look_back_40_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,40
mlp_model,2.772743015228031,1.6651555528622637,Supplement,100,mlp_model_epochs_100_look_back_40_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,40
mlp_model,3.126867565770294,1.7682951014381887,Supplement,200,mlp_model_epochs_200_look_back_40_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,40
mlp_model,1.8344218229107998,1.354408292543574,Supplement,25,mlp_model_epochs_25_look_back_50_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,50
mlp_model,2.4870226061811636,1.5770296782816624,Supplement,50,mlp_model_epochs_50_look_back_50_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,50
mlp_model,3.251514606177807,1.8031956649731073,Supplement,100,mlp_model_epochs_100_look_back_50_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,50
mlp_model,2.7924449837894416,1.6710610353273878,Supplement,200,mlp_model_epochs_200_look_back_50_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,50
mlp_model,0.7515816103681745,0.8669380660509576,Tobacco,25,mlp_model_epochs_25_look_back_1_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,1
mlp_model,0.7516380390814936,0.8669706102755119,Tobacco,50,mlp_model_epochs_50_look_back_1_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,1
mlp_model,0.7516754950385673,0.8669922116366255,Tobacco,100,mlp_model_epochs_100_look_back_1_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,1
mlp_model,0.7516500842223761,0.8669775569311907,Tobacco,200,mlp_model_epochs_200_look_back_1_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,1
mlp_model,0.7788705333464275,0.8825364204079215,Tobacco,25,mlp_model_epochs_25_look_back_10_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,10
mlp_model,0.7791677452318493,0.8827047894012183,Tobacco,50,mlp_model_epochs_50_look_back_10_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,10
mlp_model,0.7789048266401,0.8825558490203892,Tobacco,100,mlp_model_epochs_100_look_back_10_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,10
mlp_model,0.7789171623283392,0.8825628376089372,Tobacco,200,mlp_model_epochs_200_look_back_10_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,10
mlp_model,0.8126267253851088,0.9014581107212408,Tobacco,25,mlp_model_epochs_25_look_back_20_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,20
mlp_model,0.8124855638155316,0.90137981107607,Tobacco,50,mlp_model_epochs_50_look_back_20_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,20
mlp_model,0.8119096323120424,0.9010602822852877,Tobacco,100,mlp_model_epochs_100_look_back_20_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,20
mlp_model,0.8118471179992551,0.901025592310926,Tobacco,200,mlp_model_epochs_200_look_back_20_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,20
mlp_model,0.846565555968222,0.920089971670283,Tobacco,25,mlp_model_epochs_25_look_back_30_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,30
mlp_model,0.8480829675972927,0.9209142020825245,Tobacco,50,mlp_model_epochs_50_look_back_30_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,30
mlp_model,0.8468031954050405,0.9202191018475113,Tobacco,100,mlp_model_epochs_100_look_back_30_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,30
mlp_model,0.8477545912683127,0.9207358965894143,Tobacco,200,mlp_model_epochs_200_look_back_30_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,30
mlp_model,0.8855095304109191,0.9410151595011204,Tobacco,25,mlp_model_epochs_25_look_back_40_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,40
mlp_model,0.8867168184500361,0.9416564227201109,Tobacco,50,mlp_model_epochs_50_look_back_40_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,40
mlp_model,0.8873816223148143,0.9420093536238451,Tobacco,100,mlp_model_epochs_100_look_back_40_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,40
mlp_model,0.8845846505908276,0.9405236044836023,Tobacco,200,mlp_model_epochs_200_look_back_40_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,40
mlp_model,0.9260040915245304,0.9622910638286788,Tobacco,25,mlp_model_epochs_25_look_back_50_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,50
mlp_model,0.9258691057398477,0.9622209235616568,Tobacco,50,mlp_model_epochs_50_look_back_50_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,50
mlp_model,0.9287620271298139,0.9637230033208785,Tobacco,100,mlp_model_epochs_100_look_back_50_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,50
mlp_model,0.9274327392728688,0.9630330935502003,Tobacco,200,mlp_model_epochs_200_look_back_50_batch_size_4_ip_units_12_hidden_units_[8]_op_units_1,50
